datetime,Q,H,alpha,epsilon,Lambda,E,O,Gamma,L2_event,is_conjunction,is_opposition
2023-01-12 06:00:00,0.6707030690013641,1.623856705985389,197.99646205848512,63.50907756325796,0.8968841252460078,0.9005275615617576,0.08998055386695138,0.5431972051614965,0,0,0
2023-01-12 12:00:00,0.6707469606369454,1.6144518908869288,198.0143729117182,63.41262071030277,0.8939405087626492,0.8976128125091578,0.08968841252460079,0.5357604772392751,0,0,0
2023-01-12 18:00:00,0.6707792163471138,1.6050122911492208,198.03381008258137,63.315199034992496,0.8909781191335231,0.8946749695119509,0.08939405087626492,0.5282763209995042,0,0,0
2023-01-13 00:00:00,0.6708005431199923,1.5955469987955393,198.05480311603782,63.21675715724755,0.8880002731360583,0.8917174892092087,0.08909781191335231,0.5207531159207794,0,0,0
2023-01-13 06:00:00,0.6708116358076947,1.5860647533442331,198.0773774043214,63.11724802662621,0.8850101704510192,0.8887437163506885,0.08880002731360584,0.5131989456496684,0,0,0
2023-01-13 12:00:00,0.6708131741107738,1.5765739380359458,198.10155432965925,63.01663194478238,0.8820108904895354,0.8857568796309531,0.08850101704510192,0.5056215899845459,0,0,0
2023-01-13 18:00:00,0.6708058199104677,1.567082577774316,198.1273514205985,62.91487576095689,0.8790053899717487,0.882760088317819,0.08820108904895355,0.4980285187583062,0,0,0
2023-01-14 00:00:00,0.6707902149463639,1.5575983386556858,198.15478251943114,62.81195219697387,0.8759965012176951,0.8797563296409627,0.08790053899717487,0.49042688752046326,0,0,0
2023-01-14 06:00:00,0.6707669788324538,1.548128528962705,198.18385795832864,62.70783927049285,0.8729869311079271,0.8767484669023486,0.08759965012176951,0.48282353491127494,0,0,0
2023-01-14 12:00:00,0.6707367074005592,1.5386801014973555,198.21458474193773,62.60251979392108,0.869979260669032,0.8737392382668114,0.08729869311079272,0.4752249816145999,0,0,0
2023-01-14 18:00:00,0.6706999713568161,1.5292596571306878,198.24696673434616,62.49598093254175,0.8669759452376471,0.8707312561885879,0.08699792606690321,0.4676374307722651,0,0,0
2023-01-15 00:00:00,0.6706573152342534,1.5198734494492587,198.28100484849892,62.38821380981718,0.8639793151556723,0.8677270074278354,0.08669759452376471,0.4600667697404436,0,0,0
2023-01-15 06:00:00,0.6706092566224824,1.510527390381808,198.31669723632294,62.27921315099804,0.8609915769491467,0.864728853610105,0.08639793151556724,0.45251857306795973,0,0,0
2023-01-15 12:00:00,0.6705562856540711,1.5012270566939232,198.35403947799998,62.16897695846563,0.8580148149435719,0.8617390322813384,0.08609915769491468,0.44499810657722727,0,0,0
2023-01-15 18:00:00,0.6704988647262559,1.4919776972432255,198.39302476900852,62.057506213900936,0.8550509932692822,0.8587596584111252,0.08580148149435719,0.4375103324306012,0,0,0
2023-01-16 00:00:00,0.6704374284361967,1.4827842408927885,198.43364410373357,61.94480460358865,0.8521019582117086,0.8557927262976509,0.08550509932692824,0.43005991506806346,0,0,0
2023-01-16 06:00:00,0.6703723837079372,1.4736513049860842,198.47588645461497,61.8308782640478,0.8491694408629893,0.8528401118288972,0.08521019582117087,0.42265122790623016,0,0,0
2023-01-16 12:00:00,0.6703041100895302,1.4645832042925495,198.5197389459666,61.715735545825545,0.84625506003329,0.849903575056171,0.08491694408629893,0.415288360693487,0,0,0
2023-01-16 18:00:00,0.6702329601993969,1.4555839603386025,198.56518702175532,61.5993867937584,0.8433603253822853,0.8469847630378663,0.084625506003329,0.4079751274213368,0,0,0
2023-01-17 00:00:00,0.6701592603018024,1.4466573110451149,198.6122146067689,61.48184414234545,0.8404866407335929,0.8440852129134016,0.08433603253822854,0.40071507469795814,0,0,0
