# source: NASA Exoplanet Archive, pscomppars composite-parameters table, TAP service (keyless). https://exoplanetarchive.ipac.caltech.edu/
# query: select top 1000 pl_name,hostname,ra,dec,st_teff,pl_orbper from pscomppars where st_teff is not null and pl_orbper is not null and ra is not null and dec is not null order by pl_name
# rows: 1000
pl_name,hostname,ra,dec,st_teff,pl_orbper
Kepler-122 d,Kepler-122,291.1118647,39.9490248,6050.00,21.58747500000
Kepler-122 f,Kepler-122,291.1118647,39.9490248,5917.00,56.26800000000
Kepler-1221 b,Kepler-1221,285.8223636,45.7118423,5194.00,12.00096042000
Kepler-1225 b,Kepler-1225,290.6332748,40.1369671,6140.00,7.01075434000
Kepler-1228 b,Kepler-1228,296.5527610,46.9661945,5063.00,0.57736957900
Kepler-1229 b,Kepler-1229,297.4868347,46.9966782,3784.00,86.82898900000
Kepler-123 b,Kepler-123,296.9985853,42.7819633,6089.00,17.23236600000
Kepler-1230 b,Kepler-1230,283.2645129,41.7114526,5961.00,9.95661537000
Kepler-1234 b,Kepler-1234,287.5220359,51.3759464,4967.00,11.94014029000
Kepler-1242 b,Kepler-1242,284.6062174,41.1963440,4895.00,13.62798432000
Kepler-1244 b,Kepler-1244,282.3012505,46.5161814,6680.00,3.70428172000
Kepler-1249 b,Kepler-1249,296.8948517,44.3717429,6202.00,24.33471270000
Kepler-1252 b,Kepler-1252,298.9503634,46.6928437,5949.00,15.05403290000
Kepler-1254 d,Kepler-1254,285.1733174,48.7700099,4985.00,5.72717226000
Kepler-1256 b,Kepler-1256,291.4742443,44.6834119,6129.00,12.41277540000
Kepler-1257 b,Kepler-1257,296.0756231,45.6270165,5502.00,2.66831376200
Kepler-1262 b,Kepler-1262,288.7718287,42.2131694,5771.00,8.67900242000
Kepler-1269 b,Kepler-1269,287.8055442,45.3405371,5998.00,37.33315360000
Kepler-127 c,Kepler-127,285.1899439,46.0280596,6106.00,29.39319500000
Kepler-1272 b,Kepler-1272,285.2197605,38.8058393,5926.00,51.13097040000
Kepler-1275 b,Kepler-1275,293.5004955,44.9324455,6296.00,3.65691115000
Kepler-1278 b,Kepler-1278,282.9569197,42.8255589,6074.00,3.23941344000
Kepler-1287 b,Kepler-1287,289.1346298,47.0630180,5715.00,11.47685909000
Kepler-1289 b,Kepler-1289,296.3887670,41.0405090,6080.00,7.99019627000
Kepler-129 c,Kepler-129,285.3111845,47.8484775,5770.00,82.20000000000
Kepler-129 d,Kepler-129,285.3111845,47.8484775,5770.00,2646.00000000000
Kepler-1290 b,Kepler-1290,290.6852287,43.8596155,5660.00,4.69500134000
Kepler-1296 b,Kepler-1296,292.1251038,41.4077928,5359.00,8.38398650000
Kepler-130 b,Kepler-130,288.4505905,40.2452006,5884.00,8.45745800000
Kepler-130 d,Kepler-130,288.4505905,40.2452006,5884.00,87.51790500000
Kepler-1302 b,Kepler-1302,290.9892462,50.3080640,5236.00,8.83922659000
Kepler-1303 b,Kepler-1303,284.2871470,42.3555784,5771.00,7.56127224000
Kepler-1309 b,Kepler-1309,298.7351131,40.7641262,5235.00,28.84326470000
Kepler-1312 b,Kepler-1312,292.9712801,41.0357494,5719.00,5.44832528600
Kepler-1312 c,Kepler-1312,292.9712801,41.0357494,5721.00,1.11611998100
Kepler-1321 b,Kepler-1321,294.5285970,46.6408737,4094.00,11.12830484000
Kepler-1333 b,Kepler-1333,293.5275797,41.1113940,5628.00,109.64718420000
Kepler-1335 b,Kepler-1335,284.8384394,42.0703371,4903.00,6.26406846000
Kepler-1342 b,Kepler-1342,297.0200549,43.4325382,5527.00,2.21571035800
Kepler-135 c,Kepler-135,290.4950939,38.7954956,6090.00,11.44870800000
Kepler-1351 b,Kepler-1351,293.6084289,42.1978746,4439.00,0.91614076800
Kepler-1356 b,Kepler-1356,290.9953825,43.2438792,5106.00,0.63400293700
Kepler-1374 b,Kepler-1374,291.3499783,45.1722521,5323.00,10.65276707000
Kepler-1378 b,Kepler-1378,297.3734030,40.3663986,4407.00,11.95398936000
Kepler-1388 b,Kepler-1388,283.3360156,47.1744499,4098.00,12.28546030000
Kepler-139 b,Kepler-139,282.3919451,43.8894167,5594.00,15.77104400000
Kepler-1390 b,Kepler-1390,298.6624419,48.2488659,5753.00,6.48021673000
Kepler-1394 b,Kepler-1394,283.4532068,45.0840729,6481.00,3.93766373000
Kepler-1408 b,Kepler-1408,282.6998783,45.4257884,6170.00,2.99793191000
Kepler-1419 b,Kepler-1419,292.2545917,37.9713760,5796.00,42.52158950000
Kepler-1427 b,Kepler-1427,295.3496546,45.1145372,5793.00,0.96897237600
Kepler-143 c,Kepler-143,298.0676519,49.4125410,5848.00,27.08251100000
Kepler-1434 b,Kepler-1434,295.5384415,51.2030002,6291.00,8.05333618000
Kepler-1441 b,Kepler-1441,293.7191177,43.1245756,5802.00,39.44198390000
Kepler-1448 b,Kepler-1448,287.8674123,50.5955846,5774.00,12.27065865000
Kepler-1455 b,Kepler-1455,294.0830662,50.5027572,4075.00,49.27676400000
Kepler-1458 b,Kepler-1458,283.2115971,41.0380135,5653.00,47.98727640000
Kepler-1460 b,Kepler-1460,285.5577888,44.0108221,4422.00,29.96332470000
Kepler-1467 b,Kepler-1467,295.0485389,45.3426781,5332.00,47.05690430000
Kepler-1468 c,Kepler-1468,293.5198289,41.2773671,5893.00,3.54553021000
Kepler-1471 b,Kepler-1471,289.6649171,50.0200612,5660.00,3.63899398000
Kepler-1473 b,Kepler-1473,290.6365144,48.9961494,6046.00,14.42735510000
Kepler-1480 b,Kepler-1480,291.9998055,49.3018321,5156.00,22.12679948000
Kepler-1488 c,Kepler-1488,286.6464265,49.9377735,5710.00,6.15826988200
Kepler-1489 b,Kepler-1489,281.2957984,44.4654063,5655.00,82.29475100000
Kepler-149 c,Kepler-149,285.8537014,38.3840916,5381.00,55.32832800000
Kepler-1490 b,Kepler-1490,295.6935734,42.6094543,5515.00,92.43629730000
Kepler-1491 b,Kepler-1491,293.6297645,45.7406293,5728.00,16.58617620000
Kepler-1492 b,Kepler-1492,288.5970695,41.0363254,4712.00,16.75255007000
Kepler-1494 b,Kepler-1494,282.6573891,43.1625334,5659.00,91.08048200000
Kepler-1495 b,Kepler-1495,286.1306907,38.7795494,5831.00,85.27325600000
Kepler-1496 b,Kepler-1496,293.9739359,45.3507167,6182.00,64.65880170000
Kepler-150 c,Kepler-150,288.2341025,40.5208970,5560.00,7.38199800000
Kepler-150 d,Kepler-150,288.2341025,40.5208970,5560.00,12.56093000000
Kepler-150 e,Kepler-150,288.2341025,40.5208970,5560.00,30.82655700000
Kepler-1501 b,Kepler-1501,289.9185890,42.0014280,6229.00,14.55645330000
Kepler-1502 b,Kepler-1502,296.1079271,39.3199201,6666.00,41.70836290000
Kepler-1506 b,Kepler-1506,290.1498822,41.4645625,5676.00,14.03291540000
Kepler-151 c,Kepler-151,292.1627933,41.0231947,5460.00,24.67461200000
Kepler-1512 b,Kepler-1512,289.2744976,44.4704056,4372.00,20.35972599000
Kepler-1518 b,Kepler-1518,300.3323404,44.9861065,6846.00,5.11177904000
Kepler-1518 c,Kepler-1518,300.3323404,44.9861065,6432.00,9.63102580000
Kepler-1533 b,Kepler-1533,295.9755645,44.7133739,6431.00,308.54710000000
Kepler-154 c,Kepler-154,289.7805393,49.8965624,5690.00,62.30327600000
Kepler-1542 d,Kepler-1542,285.7284757,42.6544651,5564.00,5.99273738000
Kepler-1542 e,Kepler-1542,285.7284757,42.6544651,5564.00,5.10115756000
Kepler-1548 b,Kepler-1548,287.4711817,46.0805706,5706.00,124.82867900000
Kepler-1554 b,Kepler-1554,286.5760160,41.7415762,5297.00,198.08877400000
Kepler-156 b,Kepler-156,290.2964214,37.7494271,5094.00,4.97345600000
Kepler-158 d,Kepler-158,284.0323723,39.7815365,4895.97,0.64508800000
Kepler-1581 b,Kepler-1581,287.3713199,39.6036225,6022.00,6.28385491000
Kepler-1582 b,Kepler-1582,289.3765441,41.1580845,3208.00,4.83817712000
Kepler-1585 b,Kepler-1585,296.1589897,44.5630457,5538.00,3.58274630000
Kepler-159 c,Kepler-159,297.0702037,40.8687340,4625.00,43.59579200000
Kepler-1594 b,Kepler-1594,293.6230451,47.9619127,5946.00,2.71603809000
Kepler-1596 b,Kepler-1596,285.5575066,49.3300866,5706.00,66.37337900000
Kepler-1597 b,Kepler-1597,288.1639687,42.4810124,6377.00,2.94654179000
Kepler-1599 b,Kepler-1599,286.2208685,41.1511886,5767.00,122.36355300000
Kepler-1600 b,Kepler-1600,291.3993802,38.7877563,5214.00,386.37054800000
Kepler-1609 b,Kepler-1609,290.1465356,39.6658026,6132.00,114.34219000000
Kepler-161 b,Kepler-161,290.5164698,43.0838642,5078.00,4.92135500000
Kepler-161 c,Kepler-161,290.5164698,43.0838642,5078.00,7.06424000000
Kepler-162 c,Kepler-162,297.2789115,43.7239693,5816.00,19.44635500000
Kepler-1624 b,Kepler-1624,292.5798564,37.3762616,3768.00,3.29031400000
Kepler-163 b,Kepler-163,295.0027458,46.9873389,5776.00,7.81093700000
Kepler-1630 b,Kepler-1630,297.5083004,43.7110543,4736.00,509.99740200000
Kepler-1631 b,Kepler-1631,294.6325781,43.8076687,5679.00,4.09513932000
Kepler-1632 b,Kepler-1632,294.4948769,43.9135575,6137.00,448.30355800000
Kepler-1634 b,Kepler-1634,294.0433990,45.1398201,5474.00,374.87623900000
Kepler-1636 b,Kepler-1636,294.0575681,46.4409844,5797.00,425.47785000000
Kepler-164 c,Kepler-164,287.7808115,47.6298453,5888.00,10.94572300000
Kepler-1641 b,Kepler-1641,296.3594560,41.5745321,6152.00,19.67226600000
Kepler-1649 b,Kepler-1649,292.5029676,41.8299933,3240.00,8.68909900000
Kepler-165 b,Kepler-165,280.6909200,47.8096702,5211.00,8.18084800000
Kepler-1665 b,Kepler-1665,290.3962400,41.0399229,5049.84,11.95480000000
Kepler-167 c,Kepler-167,292.6585253,38.3455558,4884.00,7.40610600000
Kepler-167 e,Kepler-167,292.6585253,38.3455558,4884.00,1071.23205000000
Kepler-1679 b,Kepler-1679,293.9005786,50.4270507,5501.00,9.75376000000
Kepler-1685 b,Kepler-1685,296.1882618,43.9368118,5484.00,20.49050000000
Kepler-1691 b,Kepler-1691,286.2543962,41.0218373,6000.00,3.84820000000
Kepler-1697 b,Kepler-1697,287.6633310,43.4713782,4681.53,33.49690000000
Kepler-1699 b,Kepler-1699,292.1373281,48.9171579,5575.53,3.49082000000
Kepler-170 b,Kepler-170,284.5211975,41.6296562,5679.00,7.93059200000
Kepler-1701 b,Kepler-1701,286.6088625,41.8892986,5146.00,169.13400000000
Kepler-171 b,Kepler-171,296.7719082,41.7555958,5642.00,4.16697200000
Kepler-1713 b,Kepler-1713,287.3456737,43.3783894,6477.00,18.01160049000
Kepler-172 c,Kepler-172,283.3684093,41.8218390,5526.00,6.38899600000
Kepler-1723 b,Kepler-1723,294.4627362,46.8214022,6072.00,39.75289917000
Kepler-173 c,Kepler-173,294.6466171,41.8840952,6031.00,8.00577700000
Kepler-1730 b,Kepler-1730,281.9605834,43.7030386,5942.00,13.81019974000
Kepler-1738 b,Kepler-1738,296.1313474,47.4388098,6063.00,7.67463016500
Kepler-1739 b,Kepler-1739,296.2320536,47.6788626,5757.00,7.34370994600
Kepler-174 d,Kepler-174,287.4389454,43.8320052,4880.00,247.35373000000
Kepler-1744 b,Kepler-1744,291.0206823,42.4624633,5986.00,37.10110092000
Kepler-175 b,Kepler-175,289.5532320,43.8761160,6064.00,11.90351500000
Kepler-1752 b,Kepler-1752,290.8541401,51.2227435,5446.00,56.35850143000
Kepler-1756 b,Kepler-1756,294.3649040,40.7208898,4915.00,2.35575008400
Kepler-1759 b,Kepler-1759,298.4656275,48.5593334,5017.00,3.72023010300
Kepler-176 b,Kepler-176,294.6679021,43.8532104,5232.00,5.43307400000
Kepler-1762 b,Kepler-1762,290.4931471,39.7855117,6572.00,29.53910065000
Kepler-179 c,Kepler-179,298.6636163,47.7619329,5302.00,6.40013000000
Kepler-1790 b,Kepler-1790,294.5668577,46.0757312,5866.00,31.58889961000
Kepler-1792 b,Kepler-1792,294.8400788,39.0859757,5229.00,4.19577980000
Kepler-180 b,Kepler-180,295.5712566,49.7745140,5731.00,13.81712400000
Kepler-180 c,Kepler-180,295.5712566,49.7745140,5731.00,41.88577500000
Kepler-1801 b,Kepler-1801,295.1640095,39.2014024,5738.00,10.44089985000
Kepler-1802 c,Kepler-1802,300.2420869,44.1412854,4245.00,33.13610077000
Kepler-1805 b,Kepler-1805,285.0865387,40.8990506,3867.00,8.84794044500
Kepler-181 c,Kepler-181,296.1512831,50.0957806,5333.00,4.30214900000
Kepler-1810 b,Kepler-1810,291.8129995,38.0880964,5492.00,101.13300320000
Kepler-1814 b,Kepler-1814,285.2166767,41.2824449,4922.00,2.93535995500
Kepler-1817 b,Kepler-1817,282.0333419,44.4779955,5316.00,44.29919815000
Kepler-182 c,Kepler-182,289.8301128,50.5862025,6250.00,20.68434200000
Kepler-1822 b,Kepler-1822,297.2855000,41.3055733,5165.00,22.13339996000
Kepler-1836 b,Kepler-1836,292.3150933,40.8387799,6123.00,5.25416994100
Kepler-184 b,Kepler-184,291.9518784,43.0746172,5788.00,10.68757600000
Kepler-184 c,Kepler-184,291.9518784,43.0746172,5788.00,20.30300500000
Kepler-1858 b,Kepler-1858,292.3074315,46.6265790,4939.00,88.07160187000
Kepler-1859 b,Kepler-1859,293.9886751,46.7179996,5887.00,2.72959995300
Kepler-186 b,Kepler-186,298.6527360,43.9549884,3788.00,3.88679070000
Kepler-1863 b,Kepler-1863,282.2397185,43.2440854,5871.00,44.99760056000
Kepler-1864 b,Kepler-1864,289.6867653,41.5889178,5854.00,3.88151001900
Kepler-1872 b,Kepler-1872,281.0491988,43.3225996,5223.00,3.82591009100
Kepler-1882 b,Kepler-1882,290.6640856,43.4997866,5691.00,13.78730011000
Kepler-190 c,Kepler-190,288.5839761,44.7337701,5106.00,3.76302400000
Kepler-1905 b,Kepler-1905,292.5733475,46.3668273,5788.00,3.42392993000
Kepler-1909 b,Kepler-1909,290.8894090,42.4596251,4935.00,2.39160990700
Kepler-191 b,Kepler-191,291.1833211,45.3230937,5282.00,9.93963200000
Kepler-191 c,Kepler-191,291.1833211,45.3230937,5282.00,17.73850600000
Kepler-1911 b,Kepler-1911,299.3035590,41.4410233,5721.00,5.99079990400
Kepler-192 b,Kepler-192,287.9179379,45.5928829,5479.00,9.92674600000
Kepler-1921 c,Kepler-1921,300.3161723,45.4953271,6120.00,3.15722086000
Kepler-1924 b,Kepler-1924,293.7673860,42.8291562,5726.00,15.33170033000
Kepler-1926 b,Kepler-1926,291.1987905,44.1662033,5256.00,42.87770081000
Kepler-193 b,Kepler-193,296.4985951,46.5772484,6335.00,11.38848000000
Kepler-1932 b,Kepler-1932,285.3314903,41.0638435,5278.00,0.52417701500
Kepler-1935 b,Kepler-1935,296.4037783,39.7227036,5570.00,3.95140004200
Kepler-1936 b,Kepler-1936,290.7300141,44.8361280,6501.00,126.55699920000
Kepler-1942 b,Kepler-1942,294.9805416,44.4252384,5834.00,4.62604999500
Kepler-1948 b,Kepler-1948,287.3640804,47.7853043,3872.00,15.57129955000
Kepler-1952 b,Kepler-1952,288.0764082,43.9584839,5973.00,27.21080017000
Kepler-1955 b,Kepler-1955,299.5347603,40.4777528,5825.00,14.26519966000
Kepler-196 c,Kepler-196,284.9685077,42.0791214,5128.00,47.42773700000
Kepler-1962 b,Kepler-1962,289.5483989,40.1641457,5700.00,7.99145984600
Kepler-1963 b,Kepler-1963,296.5875182,47.2071290,5726.00,1.96226000800
Kepler-1980 b,Kepler-1980,295.1672065,38.6370390,5819.00,33.02571790000
Kepler-1986 b,Kepler-1986,292.9582727,42.8548909,5549.00,19.54896660000
Kepler-1987 b,Kepler-1987,295.8254663,42.9433716,4769.00,2.34586300200
Kepler-1987 e,Kepler-1987,295.8254663,42.9433716,4769.00,8.74292005000
Kepler-200 c,Kepler-200,284.4099503,41.2374928,5678.00,10.22215700000
Kepler-2000 c,Kepler-2000,285.5743032,49.9621218,3757.00,20.61803480000
Kepler-2001 b,Kepler-2001,291.6594558,50.5838585,5081.00,1.09001100300
Kepler-202 b,Kepler-202,282.9734874,41.3217991,4668.00,4.06942700000
Kepler-204 b,Kepler-204,285.3471620,41.7618450,5812.00,14.40097400000
Kepler-205 b,Kepler-205,285.2866912,41.8609357,4321.00,2.75564000000
Kepler-212 b,Kepler-212,287.6208165,43.1416239,5852.00,16.25758200000
Kepler-213 c,Kepler-213,290.8241931,44.6472832,5696.00,4.82296200000
Kepler-214 c,Kepler-214,284.7548499,44.9560500,6169.00,28.77980000000
Kepler-215 e,Kepler-215,294.9735313,45.2136867,5739.00,68.16101000000
Kepler-216 c,Kepler-216,293.7280695,46.1291139,6091.00,17.40666900000
Kepler-218 b,Kepler-218,295.4128785,46.2665801,5502.00,3.61933700000
Kepler-219 c,Kepler-219,288.7389481,46.7625929,5786.00,22.71461300000
Kepler-220 b,Kepler-220,291.5060432,46.8956262,4632.00,4.15980700000
Kepler-220 e,Kepler-220,291.5060432,46.8956262,4632.00,45.90273300000
Kepler-221 d,Kepler-221,296.6547477,46.8352242,5243.00,10.04156000000
Kepler-224 d,Kepler-224,290.9342679,47.3575414,5018.00,11.34939300000
Kepler-224 e,Kepler-224,290.9342679,47.3575414,5018.00,18.64357700000
Kepler-228 b,Kepler-228,296.2860853,48.2246328,6043.00,2.56654600000
Kepler-228 d,Kepler-228,296.2860853,48.2246328,6043.00,11.09428600000
Kepler-229 b,Kepler-229,286.9994758,48.3757867,5120.00,6.25297200000
Kepler-229 c,Kepler-229,286.9994758,48.3757867,5120.00,16.06863800000
Kepler-229 d,Kepler-229,286.9994758,48.3757867,5120.00,41.19491200000
Kepler-230 c,Kepler-230,285.7185682,48.5058038,5588.00,91.77324200000
Kepler-231 b,Kepler-231,293.9733913,50.5318460,3767.00,10.06527500000
Kepler-233 c,Kepler-233,296.3665054,51.3194548,5360.00,60.41895500000
Kepler-234 c,Kepler-234,291.6535379,38.4946597,6224.00,7.21205000000
Kepler-235 d,Kepler-235,286.0790779,39.2782370,4255.00,20.06054800000
Kepler-238 c,Kepler-238,287.8971066,40.6378141,5751.00,6.15555700000
Kepler-238 d,Kepler-238,287.8971066,40.6378141,5751.00,13.23354900000
Kepler-238 f,Kepler-238,287.8971066,40.6378141,5800.00,50.44700000000
Kepler-239 b,Kepler-239,294.2020505,40.6633313,4914.00,11.76305100000
Kepler-24 d,Kepler-24,290.4132621,38.3437283,5897.00,4.24438400000
Kepler-244 b,Kepler-244,287.2426410,42.3014185,5554.00,4.31179200000
Kepler-246 c,Kepler-246,296.4834007,42.6633806,5206.00,11.18716100000
Kepler-247 b,Kepler-247,288.6425609,43.0393769,5100.00,3.33616000000
Kepler-248 c,Kepler-248,293.0613138,43.5813577,5190.00,16.23949400000
Kepler-250 b,Kepler-250,289.5947633,44.1418114,5160.00,4.14814100000
Kepler-253 c,Kepler-253,291.8419337,44.8581240,5208.00,10.28195100000
Kepler-253 d,Kepler-253,291.8419337,44.8581240,5208.00,18.11986900000
Kepler-258 c,Kepler-258,294.0684116,46.5791357,4942.00,33.65307900000
Kepler-262 c,Kepler-262,290.7287168,37.2526575,5841.00,21.85372200000
Kepler-263 b,Kepler-263,292.4698022,37.5677941,5265.00,16.56808700000
Kepler-264 c,Kepler-264,292.0446280,37.3761861,6158.00,140.10126100000
Kepler-266 c,Kepler-266,294.4843821,44.1669355,5885.00,107.72360100000
Kepler-267 b,Kepler-267,299.8305655,47.1575741,4258.00,3.35372800000
Kepler-267 d,Kepler-267,299.8305655,47.1575741,4258.00,28.46451500000
Kepler-268 c,Kepler-268,291.9761559,38.0550327,6081.00,83.44639300000
Kepler-27 b,Kepler-27,292.2367608,41.0858710,5400.00,15.33480000000
Kepler-272 b,Kepler-272,299.1275257,47.5938319,5297.00,2.97135300000
Kepler-272 c,Kepler-272,299.1275257,47.5938319,5297.00,6.05734200000
Kepler-276 d,Kepler-276,293.5681970,39.0363123,5693.00,48.64800000000
Kepler-28 c,Kepler-28,292.1370409,42.4294835,4499.30,8.99000000000
Kepler-280 c,Kepler-280,291.3905325,42.1804735,5744.00,4.80709100000
Kepler-281 b,Kepler-281,294.1081465,44.7706524,5723.00,14.64600800000
Kepler-281 d,Kepler-281,294.1081465,44.7706524,5717.00,148.27200320000
Kepler-282 e,Kepler-282,284.6772402,44.7976401,5656.00,44.34700000000
Kepler-283 b,Kepler-283,293.6137413,47.8389380,4351.00,11.00815100000
Kepler-288 c,Kepler-288,288.9163997,39.5947523,5918.00,19.30577200000
Kepler-29 c,Kepler-29,298.3483820,47.4913021,5378.00,13.28613000000
Kepler-292 b,Kepler-292,295.7661979,42.4242822,5299.00,2.58082700000
Kepler-292 e,Kepler-292,295.7661979,42.4242822,5299.00,11.97901000000
Kepler-296 c,Kepler-296,286.5400278,49.4372614,3740.00,5.84163660000
Kepler-296 f,Kepler-296,286.5400278,49.4372614,3740.00,63.33627000000
Kepler-298 b,Kepler-298,283.0398448,48.8253303,4465.00,10.47546400000
Kepler-298 d,Kepler-298,283.0398448,48.8253303,4465.00,77.47363300000
Kepler-299 b,Kepler-299,283.2070156,48.5805222,5617.00,2.92712800000
Kepler-300 c,Kepler-300,295.2886934,48.5997243,5986.00,40.71495500000
Kepler-301 b,Kepler-301,283.9829040,49.2329512,5815.00,2.50855300000
Kepler-301 c,Kepler-301,283.9829040,49.2329512,5815.00,5.41902600000
Kepler-307 c,Kepler-307,297.7950939,40.4176403,5367.00,13.07290000000
Kepler-310 d,Kepler-310,288.8392780,46.9867472,5797.00,92.87612500000
Kepler-311 c,Kepler-311,282.0612731,47.0854984,5905.00,19.73828600000
Kepler-312 c,Kepler-312,298.3957687,42.4597712,6115.00,19.74741200000
Kepler-313 c,Kepler-313,298.2948708,48.7754000,5727.00,32.27327300000
Kepler-317 b,Kepler-317,294.9438822,39.0320499,5497.00,5.52424200000
Kepler-32 e,Kepler-32,297.8423073,46.5743595,3900.00,2.89600000000
Kepler-32 f,Kepler-32,297.8423073,46.5743595,3900.00,0.74296000000
Kepler-322 c,Kepler-322,281.3487514,44.2952525,5388.00,4.33723400000
Kepler-324 e,Kepler-324,286.4714473,49.6490933,5191.00,13.97939968000
Kepler-326 c,Kepler-326,294.3255898,46.0022646,5105.00,4.58035800000
Kepler-327 c,Kepler-327,292.6422963,44.0876251,3799.00,5.21233300000
Kepler-330 b,Kepler-330,288.4474035,44.8017616,5117.00,8.25978000000
Kepler-332 d,Kepler-332,286.6627811,47.4136938,4955.00,34.21154000000
Kepler-333 b,Kepler-333,292.2861201,40.9135429,4259.00,12.55115800000
Kepler-338 b,Kepler-338,282.9790593,40.7844188,5923.00,13.72697600000
Kepler-340 b,Kepler-340,295.9334710,40.3005515,6620.00,14.84438700000
Kepler-340 c,Kepler-340,295.9334710,40.3005515,6620.00,22.82466900000
Kepler-341 d,Kepler-341,289.8615609,43.4727412,6012.00,27.66631300000
Kepler-342 e,Kepler-342,292.6780488,46.7266813,6366.00,1.64422461300
Kepler-343 b,Kepler-343,291.9606620,42.4329567,5807.00,8.96855000000
Kepler-347 d,Kepler-347,289.1995995,49.3056404,5592.00,85.51734400000
Kepler-348 b,Kepler-348,297.2550814,40.5483883,6177.00,7.05677000000
Kepler-350 c,Kepler-350,285.4195845,39.7061009,6492.30,17.84900000000
Kepler-354 d,Kepler-354,285.7515347,41.3356739,4648.00,24.20984200000
Kepler-355 b,Kepler-355,285.7994917,42.8117427,6184.00,11.03189000000
Kepler-357 c,Kepler-357,291.2429746,44.0086337,5036.00,16.85837000000
Kepler-359 d,Kepler-359,293.2936129,42.1963497,6248.00,77.09569100000
Kepler-363 d,Kepler-363,283.1920779,41.3054172,5593.00,11.93212500000
Kepler-364 c,Kepler-364,281.5699998,47.3986233,6108.00,59.98062700000
Kepler-365 c,Kepler-365,295.6265640,49.1304110,6012.00,17.78412900000
Kepler-369 b,Kepler-369,293.6743322,47.9084727,3591.00,2.73275600000
Kepler-372 b,Kepler-372,291.2562253,49.2589288,6509.00,6.84969200000
Kepler-372 c,Kepler-372,291.2562253,49.2589288,6509.00,20.05376300000
Kepler-374 d,Kepler-374,294.1378921,42.3704075,5977.00,5.02821900000
Kepler-375 b,Kepler-375,288.6178715,48.0983639,5826.00,12.12593400000
Kepler-375 c,Kepler-375,288.6178715,48.0983639,5826.00,19.98632600000
Kepler-381 d,Kepler-381,285.1828685,43.8310283,6197.00,8.25629997300
Kepler-382 b,Kepler-382,299.1362435,45.8699582,5600.00,5.26215500000
Kepler-384 b,Kepler-384,286.0261113,44.7828571,5577.00,22.59705300000
Kepler-384 c,Kepler-384,286.0261113,44.7828571,5577.00,45.34826900000
Kepler-385 b,Kepler-385,294.3385109,50.3365178,6326.00,10.04368600000
Kepler-385 c,Kepler-385,294.3385109,50.3365178,6326.00,15.16316100000
Kepler-387 c,Kepler-387,287.7982699,45.6567655,5774.00,11.83754900000
Kepler-392 c,Kepler-392,288.6608260,43.3681938,5938.00,10.42311800000
Kepler-395 c,Kepler-395,293.5111889,45.1366252,4262.00,34.98926200000
Kepler-398 d,Kepler-398,291.4688524,40.3437001,4557.00,6.83437001000
Kepler-399 d,Kepler-399,299.5017242,40.6707669,5502.00,58.03461600000
Kepler-402 d,Kepler-402,288.3701976,43.3546109,6090.00,8.92109900000
Kepler-403 c,Kepler-403,289.9214256,46.7445267,6090.00,54.28074900000
Kepler-404 c,Kepler-404,286.3985796,45.3435241,5654.00,14.75116600000
Kepler-407 b,Kepler-407,286.0363025,49.6145027,5487.00,0.66931240000
Kepler-41 b,Kepler-41,294.5132465,45.9816453,5750.00,1.85555820000
Kepler-414 b,Kepler-414,297.9615616,48.2443363,5536.00,4.70000000000
Kepler-416 d,Kepler-416,291.5569554,39.2272923,5670.00,3.07644709000
Kepler-417 b,Kepler-417,293.8241813,42.7796480,5177.00,12.33100000000
Kepler-424 b,Kepler-424,298.6249797,48.5774500,5460.00,3.31186440000
Kepler-424 c,Kepler-424,298.6249797,48.5774500,5460.00,223.30000000000
Kepler-431 c,Kepler-431,281.1123072,43.2277663,6004.00,8.70300000000
Kepler-434 b,Kepler-434,293.5863887,42.9288624,5977.00,12.87470990000
Kepler-436 c,Kepler-436,301.7207775,44.4120856,4685.00,16.79713874000
Kepler-440 b,Kepler-440,285.3500664,41.4523695,4134.00,101.11141000000
Kepler-444 b,Kepler-444,289.7528323,41.6318840,5046.00,3.60010530000
Kepler-451 c,2MASS J19383260+4603591,294.6359173,46.0664076,29564.00,1460.00000000000
Kepler-454 c,Kepler-454,287.4786474,38.2290751,5687.00,524.19000000000
Kepler-46 d,Kepler-46,289.2687388,42.6041819,5309.00,6.76658900000
Kepler-465 b,Kepler-465,284.5557853,46.0638865,6310.00,9.94067246600
Kepler-472 b,Kepler-472,296.5245187,39.2498503,4996.00,4.17625551400
Kepler-474 b,Kepler-474,292.3215174,43.8811723,5785.00,5.66067293500
Kepler-48 e,Kepler-48,299.1393094,40.9489390,5194.00,982.00000000000
Kepler-480 b,Kepler-480,294.4639165,49.7650473,6322.00,4.91958379500
Kepler-485 b,Kepler-485,294.9963415,50.4700458,5958.00,3.24325979600
Kepler-49 b,Kepler-49,292.2945208,40.5918123,4095.60,7.20000000000
Kepler-493 b,Kepler-493,295.3075252,38.8815716,6457.00,3.00387658100
Kepler-498 b,Kepler-498,290.3581592,44.5187225,5744.00,9.61375356000
Kepler-50 c,Kepler-50,288.1009312,50.0336844,6225.00,9.37647000000
Kepler-506 b,Kepler-506,284.6351885,40.7198296,6236.00,6.88340550000
Kepler-51 b,Kepler-51,296.4797624,49.9376486,6018.00,45.15400000000
Kepler-51 e,Kepler-51,296.4797624,49.9376486,5674.00,264.28400000000
