molecule,peak_value,unit,rel_intensity,source
quercetin,1270.9,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,1287.2,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,1324.9,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,1349.6,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,1367.9,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,1378.1,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,1389.5,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,1436.2,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,1451.4,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,1460.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,1506.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,1555.7,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,1572.6,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,1580.3,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,1597.6,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,1609.4,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,1641.7,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,2987.5,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,3069.8,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,3103.3,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,3118.1,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,3130.1,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,3134.8,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,3276.5,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,3486.4,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,3510.4,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
quercetin,3549.9,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,124.6,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,168.8,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,195.1,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,235.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,285.3,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,307.9,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,358.6,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,387.9,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,438.9,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,449.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,467.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,513.4,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,535.8,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,553.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,564.8,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,594.2,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,606.3,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,667.5,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,694.6,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,756.8,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,796.8,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,810.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,833.7,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,854.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,909.4,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,932.2,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,987.3,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,993.1,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,1095.2,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,1125.5,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,1137.9,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,1164.8,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,1170.9,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,1208.7,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,1241.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,1259.6,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,1269.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,1293.9,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,1326.1,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,1370.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,1445.8,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,1504.4,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,1569.6,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,1588.8,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,1638.6,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,1745.4,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,3077.6,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,3085.6,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,3091.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,3109.8,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,3111.1,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,3466.5,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,3470.8,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
caffeic acid,3546.6,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,134.8,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,164.8,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,179.5,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,201.4,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,232.9,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,268.4,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,294.3,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,359.2,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,363.4,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,428.8,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,463.7,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,495.7,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,504.2,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,534.9,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,548.1,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,561.5,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,591.2,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,606.8,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,668.4,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,693.6,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,742.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,799.5,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,817.9,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,832.5,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,850.8,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,905.2,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,931.5,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,982.4,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,994.4,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1052.1,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1117.9,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1124.9,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1125.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1154.6,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1165.5,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1171.3,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1201.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1241.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1253.8,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1260.3,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1292.4,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1316.5,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1373.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1403.3,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1440.5,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1468.9,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1481.7,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1495.5,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1569.4,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1583.7,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1635.7,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,1743.3,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,2941.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,2953.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,3035.8,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,3062.3,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,3088.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,3091.2,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,3118.1,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,3125.0,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,3468.6,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
ferulic acid,3469.2,cm^-1,,"COMPUTED GFN2-xTB (theoretical, non-experimental)"
