freq_hz,coherence
0.0,0.003289877720592807
1.808449074074074e-07,0.031204342166290294
3.616898148148148e-07,0.005616203214219269
5.425347222222222e-07,0.013692818595567254
7.233796296296296e-07,0.011341837457611508
9.04224537037037e-07,0.05111765338652905
1.0850694444444444e-06,0.002937514541996585
1.2659143518518518e-06,0.0013871880800696108
1.4467592592592592e-06,0.030345470206637973
1.6276041666666666e-06,0.058409489834431644
1.808449074074074e-06,0.0806970478924799
1.9892939814814813e-06,0.23272591318111888
2.170138888888889e-06,0.0916962150879142
2.350983796296296e-06,0.06364314242374096
2.5318287037037036e-06,0.0963284834545653
2.712673611111111e-06,0.010499655921447436
2.8935185185185184e-06,0.007139737669080028
3.074363425925926e-06,0.013354992336303157
3.255208333333333e-06,0.00044446976620678125
3.4360532407407407e-06,0.02382402378126473
3.616898148148148e-06,0.0052968645753714095
3.7977430555555554e-06,0.022299422457075824
3.978587962962963e-06,0.04605016140029472
4.15943287037037e-06,0.05619129610684772
4.340277777777778e-06,0.1025313666653427
4.521122685185185e-06,0.08996459013092098
4.701967592592592e-06,0.01579615578720597
4.8828125e-06,0.08799393760655401
5.063657407407407e-06,0.014198421943302864
5.244502314814814e-06,0.07890657787941
5.425347222222222e-06,0.01295827558501907
5.60619212962963e-06,0.048545872862299125
5.787037037037037e-06,0.0037377494691318864
5.967881944444444e-06,0.15243238758628125
6.148726851851852e-06,0.30776132146665836
6.329571759259259e-06,0.11068302305888719
6.510416666666666e-06,0.1502378211636482
6.691261574074073e-06,0.0022676224897127647
6.872106481481481e-06,0.044661448596766525
7.0529513888888886e-06,0.07555750105569291
7.233796296296296e-06,0.031454507121968595
7.414641203703704e-06,0.020733345022425194
7.595486111111111e-06,0.0011655893460029172
7.776331018518519e-06,0.026270489045008123
7.957175925925925e-06,0.006555383424474841
8.138020833333333e-06,0.026534435616692068
8.31886574074074e-06,0.07686310098767526
8.499710648148148e-06,0.0034675831346589843
8.680555555555556e-06,0.16723683780720822
8.861400462962962e-06,0.06179757101784397
9.04224537037037e-06,0.011681408759150427
9.223090277777778e-06,0.010393581680648807
9.403935185185184e-06,0.017962857473705247
9.584780092592592e-06,0.13882079652279328
9.765625e-06,0.06768362466272941
9.946469907407407e-06,0.014897730673427671
1.0127314814814815e-05,0.03572470537821015
1.0308159722222223e-05,0.13642191054013386
1.0489004629629629e-05,0.0013227693983224858
1.0669849537037037e-05,0.004207882603687448
1.0850694444444443e-05,0.03224017517166111
1.1031539351851851e-05,0.07596988000711795
1.121238425925926e-05,0.05345032851517814
1.1393229166666665e-05,0.09763573553148712
1.1574074074074073e-05,0.03406930663047189
1.1754918981481482e-05,0.09593930747073165
1.1935763888888888e-05,0.001619618621476915
1.2116608796296296e-05,0.03859416746832895
1.2297453703703704e-05,0.008241684889657116
1.247829861111111e-05,0.03979860233142065
1.2659143518518518e-05,0.02062752813225574
1.2839988425925924e-05,0.10061049133983711
1.3020833333333332e-05,0.10399490608533934
1.320167824074074e-05,0.0481627263373015
1.3382523148148147e-05,0.06257817363331211
1.3563368055555555e-05,0.04910773106209214
1.3744212962962963e-05,0.008240312268588368
1.3925057870370369e-05,0.018468616684947033
1.4105902777777777e-05,0.022897037533032457
1.4286747685185185e-05,0.08982506570972114
1.4467592592592591e-05,0.014100491795137733
1.46484375e-05,0.004728927376385429
1.4829282407407407e-05,0.025944025788766294
1.5010127314814814e-05,0.08865741488095355
1.5190972222222222e-05,0.02458729487266743
1.5371817129629628e-05,0.049010348015111026
1.5552662037037038e-05,0.16500668979681152
1.5733506944444444e-05,0.11077458456063723
1.591435185185185e-05,0.10630430678069681
1.609519675925926e-05,0.0032275056386687996
1.6276041666666666e-05,0.011157286081204238
1.6456886574074073e-05,0.004497011634594613
1.663773148148148e-05,0.0017820616959344077
1.681857638888889e-05,0.010957931788287368
1.6999421296296295e-05,0.013449349007399851
1.71802662037037e-05,0.04569987745713619
1.736111111111111e-05,0.02598722383889558
1.7541956018518517e-05,0.06016098491422072
1.7722800925925924e-05,0.09435220061388078
1.7903645833333333e-05,0.04371394859968971
1.808449074074074e-05,0.017367848839287083
1.8265335648148146e-05,0.032212625669551076
1.8446180555555556e-05,0.038435584108800394
1.8627025462962962e-05,0.05961375179992454
1.880787037037037e-05,0.0863446559034896
1.8988715277777778e-05,0.04009691309333092
1.9169560185185184e-05,0.019864734985423908
1.935040509259259e-05,0.004526553836788833
1.953125e-05,0.07601919935669044
1.9712094907407407e-05,0.03321074329750211
1.9892939814814813e-05,0.026271774129444272
2.0073784722222223e-05,0.030859503699110752
2.025462962962963e-05,0.05965806604305327
2.0435474537037035e-05,0.020364397847520997
2.0616319444444445e-05,0.04494500682779171
2.079716435185185e-05,0.07189688452651681
2.0978009259259258e-05,0.024261996457890355
2.1158854166666664e-05,0.032213881990748365
2.1339699074074074e-05,0.0015861109403325323
2.152054398148148e-05,0.04258685190884922
2.1701388888888886e-05,0.049943713642542645
2.1882233796296296e-05,0.03070978957630728
2.2063078703703702e-05,0.006637183765635292
2.224392361111111e-05,0.019619221202808075
2.242476851851852e-05,0.013337828059413774
2.2605613425925925e-05,0.04262578446737974
2.278645833333333e-05,0.0327884585441724
2.296730324074074e-05,0.05218876536495081
2.3148148148148147e-05,0.003416627660231033
