t,spark,resonance,photons,lattice,Q,coherence,p_extracted,p_out
7.44,0.007878532838248787,1.4635321839059459,2.1419264533285074e-05,0.8871825300498204,1463.6538688127403,0.9898349993532712,0.6387714216358706,0.5812819936886423
7.46,0.009639503833654224,1.4657934360622864,2.1485503972032843e-05,0.8882931239520504,1465.1439560345918,0.9898970438495915,0.6395710492454763,0.5820096548133834
7.48,0.013753078672004253,1.4681317690044948,2.1554108911602675e-05,0.8894167064878675,1466.638785316239,0.9899696563572926,0.6403800286712646,0.5827458260908508
7.5,0.011943321972788069,1.4704387578392701,2.1621901405558958e-05,0.890548063256606,1468.1383620807767,0.990033640863429,0.6411946055447563,0.5834870910457283
7.5200000000000005,0.013449096806773664,1.4727751798950834,2.1690667305149957e-05,0.8916883766840444,1469.642691756909,0.9901003075228507,0.6420156312125119,0.5842342244033859
7.54,0.013546798882114896,1.4751152302534414,2.1759649425256633e-05,0.8928362938272589,1471.1517797788572,0.9901651302714242,0.6428421315556264,0.5849863397156201
7.5600000000000005,0.017655468770907942,1.4775326597717695,2.18310276069224e-05,0.8939973401057556,1472.6656315862685,0.9902404854089322,0.643678084876144,0.585747057237291
7.58,0.01568576282477948,1.479915745942685,2.190150615089094e-05,0.8951659966363015,1474.1842526241226,0.9903067113699832,0.6445195175781371,0.5865127609961047
7.6000000000000005,0.013692603883922337,1.4822639968845903,2.197106556460281e-05,0.8963376814686904,1475.707648342638,0.9903651927028498,0.6453631306574571,0.587280448898286
7.62,0.012219966515355847,1.4845869510983403,2.203998415371466e-05,0.8975094870758061,1477.2358241971797,0.9904186946024092,0.6462068306945804,0.5880482159320682
7.640000000000001,0.007727775736429116,1.4868288209482954,2.2106599428024983e-05,0.89867400200932,1478.7687856481637,0.9904589288891459,0.6470452814467104,0.5888112061165065
7.66,0.006521710178339011,1.4890501884125371,2.2172704636114126e-05,0.8998305920483423,1480.3065381609626,0.9904976870643246,0.6478780262748064,0.5895690039100738
7.68,0.0048730106516648355,1.4912428298292817,2.2238051775172443e-05,0.900977997637147,1481.8490872058107,0.9905338046261729,0.6487041582987458,0.5903207840518587
7.7,0.005076338011583954,1.493440991727973,2.2303659957734315e-05,0.9021182691436925,1483.3964382577083,0.9905731628756094,0.6495251537834587,0.5910678899429473
7.72,0.005658323202906594,1.4956517062246983,2.2369740263328516e-05,0.9032537254927386,1484.9485967963249,0.9906163598436949,0.6503426823547718,0.5918118409428423
7.74,0.009297498417280236,1.4979317322982404,2.2437994746260077e-05,0.9043913820953505,1486.505568305903,0.9906719633812253,0.6511617951086524,0.5925572335488737
7.76,0.011012396125306731,1.500245453875179,2.250736421873142e-05,0.9055337938045372,1488.0673582751601,0.9907323682976141,0.6519843315392668,0.5933057417007328
7.78,0.00963834089147579,1.5025354927936396,2.257612907104626e-05,0.9066778922298246,1489.6339721971924,0.9907876375523323,0.6528080824054737,0.5940553549889811
7.8,0.007648744730949557,1.5047903485267156,2.2643939930191544e-05,0.9078201221298706,1491.2054155693743,0.9908367235629012,0.6536304879335069,0.5948037440194913
7.82,0.008479608179343578,1.50706251857716,2.2712374349001327e-05,0.908962290907807,1492.7816938932617,0.9908890218431621,0.654452849453621,0.5955520930027952
7.84,0.005669549601715422,1.5092841154099195,2.2779385410287032e-05,0.9100997709380508,1494.3628126744914,0.9909331259190407,0.6552718350753965,0.5962973699186109
7.86,0.00921907614138982,1.511573811727518,2.284855388300458e-05,0.9112394478165026,1495.9487774226811,0.9909893442071277,0.6560924024278818,0.5970440862093724
7.88,0.011393574860004599,1.5139060318286655,2.2919114732072166e-05,0.9123846705461746,1497.5395936513305,0.9910517579210585,0.6569169627932456,0.5977944361418536
7.9,0.010227352058595096,1.516218337535762,2.2989180470797103e-05,0.9135325656757898,1499.1352668777183,0.9911094596914397,0.6577434472865686,0.5985465370307775
7.92,0.006596535959241439,1.5184645204043563,2.305734499726832e-05,0.9146766145599718,1500.7358026228023,0.9911557870104741,0.6585671624831797,0.5992961178596935
7.94,0.009172349988387436,1.5207608606663654,2.3127135953347044e-05,0.9158219368515844,1502.3412064111171,0.9912110895910702,0.6593917945331408,0.6000465330251581
7.96,0.008759823298114451,1.5230513504257275,2.3196854160336322e-05,0.9169676910499,1503.951483770671,0.991265056002693,0.6602167375559279,0.6007972311758945
7.98,0.011060259456099087,1.5253869703719565,2.326805409380536e-05,0.9181177761444919,1505.5666402328438,0.9913260653344269,0.6610447988240341,0.6015507669298711
8.0,0.00765019894938837,1.5276603657406331,2.3337461930548053e-05,0.9192657253059934,1507.1866813322831,0.9913759310373779,0.6618713222203152,0.6023029032204869
8.02,0.006298444924493057,1.529910188785778,2.340625185750535e-05,0.9204097138951993,1508.8116126067991,0.991422516193702,0.6626949940045435,0.6030524445441345
8.040000000000001,0.006182963425439562,1.5321597071823403,2.3475133683130752e-05,0.9215503408502921,1510.4414395972617,0.9914700114070372,0.6635162454122103,0.6037997833251114
8.06,0.006153265344460254,1.5344105416906553,2.3544157104514104e-05,0.9226882440696039,1512.0761678474942,0.9915185196496491,0.6643355357301148,0.6045453375144045
8.08,0.005130069094612562,1.536643923482535,2.3612745475757995e-05,0.9238222576540033,1513.7158029041675,0.9915648838476159,0.6651520255108824,0.605288343214903
8.1,0.006273167577415308,1.5389008004166798,2.3682156735230976e-05,0.9249551127467007,1515.3603503166948,0.9916159284850592,0.6659676811776245,0.6060305898716383
8.120000000000001,0.004012463367101813,1.5411167608278502,2.3750408705045252e-05,0.926083250343841,1517.0098156371241,0.9916606951734044,0.6667799402475655,0.6067697456252846
