symbol,internal_pair,wsname,base_asset,quote_asset,asset_class,spot_trade_ready,margin_trade_ready,snapshot_status,bid,ask,mid_price,spread,spread_pct,ordermin,costmin,lot_decimals,pair_decimals,lot_step,tick_size,entry_maker_fee_pct,entry_taker_fee_pct,lowest_maker_fee_pct,lowest_taker_fee_pct,margin_supported,leverage_buy,leverage_sell,max_leverage,min_notional_estimate,min_margin_required_estimate,blockers,spot_buy_call,spot_sell_call,limit_buy_call,take_profit_call,margin_long_call,margin_short_call,margin_close_call
AEVOEUR,AEVOEUR,AEVO/EUR,AEVO,EUR,crypto_fiat_or_stable_pair,True,False,fresh_ticker,0.02539,0.0255,0.025445,0.00010999999999999899,0.4323049715071684,170.0,0.45,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,,"client.place_market_order(""AEVOEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""AEVOEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""AEVOEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AEVOEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AEVOUSD,AEVOUSD,AEVO/USD,AEVO,USD,crypto_fiat_or_stable_pair,True,False,fresh_ticker,0.02954,0.02975,0.029644999999999998,0.00020999999999999838,0.7083825265643394,170.0,0.5,5,5,1e-05,1e-05,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,,"client.place_market_order(""AEVOUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""AEVOUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""AEVOUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AEVOUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AI16ZEUR,AI16ZEUR,AI16Z/EUR,AI16Z,EUR,crypto_fiat_or_stable_pair,True,False,fresh_ticker,0.0002,0.0073,0.00375,0.0071,189.33333333333334,530.0,0.45,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,,"client.place_market_order(""AI16ZEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""AI16ZEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""AI16ZEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AI16ZEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AI16ZUSD,AI16ZUSD,AI16Z/USD,AI16Z,USD,crypto_fiat_or_stable_pair,True,False,fresh_ticker,0.0022,0.0063,0.00425,0.0040999999999999995,96.4705882352941,530.0,0.5,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,,"client.place_market_order(""AI16ZUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""AI16ZUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""AI16ZUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AI16ZUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AI16ZUSDC,AI16ZUSDC,AI16Z/USDC,AI16Z,USDC,crypto_fiat_or_stable_pair,True,False,fresh_ticker,0.0005,0.0225,0.0115,0.022,191.30434782608694,530.0,0.5,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,,"client.place_market_order(""AI16ZUSDC"", ""buy"", quantity=base_qty)","client.place_market_order(""AI16ZUSDC"", ""sell"", quantity=base_qty)","client.place_limit_order(""AI16ZUSDC"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AI16ZUSDC"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AI16ZUSDT,AI16ZUSDT,AI16Z/USDT,AI16Z,USDT,crypto_fiat_or_stable_pair,True,False,fresh_ticker,0.0018,0.0118,0.0068,0.01,147.05882352941177,530.0,0.5,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,,"client.place_market_order(""AI16ZUSDT"", ""buy"", quantity=base_qty)","client.place_market_order(""AI16ZUSDT"", ""sell"", quantity=base_qty)","client.place_limit_order(""AI16ZUSDT"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AI16ZUSDT"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AI3EUR,AI3EUR,AI3/EUR,AI3,EUR,crypto_fiat_or_stable_pair,True,False,fresh_ticker,0.00501,0.00502,0.005015,1.000000000000046e-05,0.19940179461616073,800.0,0.45,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,,"client.place_market_order(""AI3EUR"", ""buy"", quantity=base_qty)","client.place_market_order(""AI3EUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""AI3EUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AI3EUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AI3USD,AI3USD,AI3/USD,AI3,USD,crypto_fiat_or_stable_pair,True,False,fresh_ticker,0.00582,0.00584,0.00583,2.0000000000000052e-05,0.3430531732418534,800.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,,"client.place_market_order(""AI3USD"", ""buy"", quantity=base_qty)","client.place_market_order(""AI3USD"", ""sell"", quantity=base_qty)","client.place_limit_order(""AI3USD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AI3USD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AIEUR,AIEUR,AI/EUR,AI,EUR,crypto_fiat_or_stable_pair,True,False,fresh_ticker,0.03638,0.03654,0.036460000000000006,0.00016000000000000042,0.4388370817334075,150.0,0.45,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,,"client.place_market_order(""AIEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""AIEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""AIEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AIEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AINUSD,AINUSD,AIN/USD,AIN,USD,crypto_fiat_or_stable_pair,True,False,fresh_ticker,0.08814,0.08868,0.08840999999999999,0.0005399999999999988,0.6107906345436024,52.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,,"client.place_market_order(""AINUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""AINUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""AINUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AINUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AIOEUR,AIOEUR,AIO/EUR,AIO,EUR,crypto_fiat_or_stable_pair,True,False,fresh_ticker,0.07,0.13589,0.10294500000000001,0.06589,64.0050512409539,47.0,0.45,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,,"client.place_market_order(""AIOEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""AIOEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""AIOEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AIOEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AIOUSD,AIOUSD,AIO/USD,AIO,USD,crypto_fiat_or_stable_pair,True,False,fresh_ticker,0.11576,0.12433,0.120045,0.008569999999999994,7.138989545587067,47.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,,"client.place_market_order(""AIOUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""AIOUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""AIOUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AIOUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AIOZEUR,AIOZEUR,AIOZ/EUR,AIOZ,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,71.0,0.45,5,4,1e-05,0.0001,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""AIOZEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""AIOZEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""AIOZEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AIOZEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AIOZUSD,AIOZUSD,AIOZ/USD,AIOZ,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,71.0,0.5,5,4,1e-05,0.0001,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""AIOZUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""AIOZUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""AIOZUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AIOZUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AIREUR,AIREUR,AIR/EUR,AIR,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,3000.0,0.45,8,6,1e-08,1e-06,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""AIREUR"", ""buy"", quantity=base_qty)","client.place_market_order(""AIREUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""AIREUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AIREUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AIRUSD,AIRUSD,AIR/USD,AIR,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,3000.0,0.5,8,6,1e-08,1e-06,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""AIRUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""AIRUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""AIRUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AIRUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AIUSD,AIUSD,AI/USD,AI,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,150.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""AIUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""AIUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""AIUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AIUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AIXBTEUR,AIXBTEUR,AIXBT/EUR,AIXBT,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,150.0,0.45,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""AIXBTEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""AIXBTEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""AIXBTEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AIXBTEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AIXBTUSD,AIXBTUSD,AIXBT/USD,AIXBT,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,150.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""AIXBTUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""AIXBTUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""AIXBTUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AIXBTUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AKEEUR,AKEEUR,AKE/EUR,AKE,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,16000.0,0.45,5,8,1e-05,1e-08,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""AKEEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""AKEEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""AKEEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AKEEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AKEUSD,AKEUSD,AKE/USD,AKE,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,16000.0,0.5,5,8,1e-05,1e-08,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""AKEUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""AKEUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""AKEUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AKEUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AKTEUR,AKTEUR,AKT/EUR,AKT,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,8.0,0.45,8,4,1e-08,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""AKTEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""AKTEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""AKTEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AKTEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
AKTUSD,AKTUSD,AKT/USD,AKT,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,8.0,0.5,8,4,1e-08,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""AKTUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""AKTUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""AKTUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""AKTUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ALCHEUR,ALCHEUR,ALCH/EUR,ALCH,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,64.0,0.45,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""ALCHEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""ALCHEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""ALCHEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ALCHEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ALCHUSD,ALCHUSD,ALCH/USD,ALCH,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,64.0,0.5,5,5,1e-05,1e-05,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""ALCHUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""ALCHUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""ALCHUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ALCHUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ALCXEUR,ALCXEUR,ALCX/EUR,ALCX,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,1.0,0.45,8,2,1e-08,0.01,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""ALCXEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""ALCXEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""ALCXEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ALCXEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ALCXUSD,ALCXUSD,ALCX/USD,ALCX,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,1.0,0.5,8,2,1e-08,0.01,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""ALCXUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""ALCXUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""ALCXUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ALCXUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ALEOEUR,ALEOEUR,ALEO/EUR,ALEO,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,120.0,0.45,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""ALEOEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""ALEOEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""ALEOEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ALEOEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ALEOUSD,ALEOUSD,ALEO/USD,ALEO,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,120.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""ALEOUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""ALEOUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""ALEOUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ALEOUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ALEOUSDT,ALEOUSDT,ALEO/USDT,ALEO,USDT,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,120.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""ALEOUSDT"", ""buy"", quantity=base_qty)","client.place_market_order(""ALEOUSDT"", ""sell"", quantity=base_qty)","client.place_limit_order(""ALEOUSDT"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ALEOUSDT"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ALGOETH,ALGOETH,ALGO/ETH,ALGO,ETH,crypto_cross_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,41.0,0.0002,8,8,1e-08,1e-08,0.25,0.4,0.0,0.05,False,,,1,0.0002,0.0,ticker_not_sampled_budget,"client.place_market_order(""ALGOETH"", ""buy"", quantity=base_qty)","client.place_market_order(""ALGOETH"", ""sell"", quantity=base_qty)","client.place_limit_order(""ALGOETH"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ALGOETH"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ALGOEUR,ALGOEUR,ALGO/EUR,ALGO,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,41.0,0.45,8,5,1e-08,1e-05,0.25,0.4,0.0,0.05,True,2,2,2,0.45,0.225,ticker_not_sampled_budget,"client.place_market_order(""ALGOEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""ALGOEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""ALGOEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ALGOEUR"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""ALGOEUR"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""ALGOEUR"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""ALGOEUR"", close_side, volume=base_qty)"
ALGOGBP,ALGOGBP,ALGO/GBP,ALGO,GBP,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,41.0,0.43,8,5,1e-08,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.43,0.0,ticker_not_sampled_budget,"client.place_market_order(""ALGOGBP"", ""buy"", quantity=base_qty)","client.place_market_order(""ALGOGBP"", ""sell"", quantity=base_qty)","client.place_limit_order(""ALGOGBP"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ALGOGBP"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ALGOUSD,ALGOUSD,ALGO/USD,ALGO,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,41.0,0.5,8,5,1e-08,1e-05,0.25,0.4,0.0,0.05,True,2,2,2,0.5,0.25,ticker_not_sampled_budget,"client.place_market_order(""ALGOUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""ALGOUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""ALGOUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ALGOUSD"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""ALGOUSD"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""ALGOUSD"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""ALGOUSD"", close_side, volume=base_qty)"
